,source,value
1656,background,909.0
1657,background,1452.0
1658,background,39.6
1659,background,237.0
1660,background,74.3
1661,background,0.511
1662,background,11.4
1663,background,24.9
1664,background,10.9
1665,background,334.0
1666,background,1.02
1667,background,0.482
1668,background,1.08
1669,background,0.492
1670,background,1.76
1671,background,709.0
1672,background,0.527
1673,background,1.08
1674,background,23.3
1675,background,35.5
1676,background,0.908
1677,background,0.663
1678,background,728.0
1679,background,49.3
1680,background,207.0
1681,background,1.53
1682,background,0.56
1683,background,686.0
1684,background,1.04
1685,background,0.763
1686,background,1.14
1687,background,1.39
1688,background,0.923
1689,background,10.5
1690,background,15.5
1691,background,1251.0
1692,background,42.2
1693,background,10.6
1694,background,0.836
1695,background,0.98
1696,background,0.374
1697,background,37.4
1698,background,0.564
1699,background,3.3
1700,background,0.312
1701,background,0.895
1702,background,125.0
1703,background,136.0
1704,background,41.5
1705,background,2.76
1706,background,16.3
1707,background,2.35
1708,background,3.43
1709,background,18.5
1710,background,164.0
1711,background,57.6
1712,background,1.05
1713,background,4.59
1714,background,1.33
1715,background,1.52
1716,background,24.2
1717,background,0.006
1718,background,3.19
1719,background,3.79
1720,background,4.51
1721,background,0.736
1722,background,363.0
1723,background,28.0
1724,background,0.848
1725,background,141.0
1726,background,11.9
1727,background,2.35
1728,background,0.912
1729,background,0.658
1730,background,9919.0
1731,background,1.26
1732,background,0.985
1733,background,2.63
1734,background,2.24
1735,background,2.79
1736,background,5.94
1737,background,2172.0
1738,background,4.16
1739,background,2.55
1740,background,1324.0
1741,background,1.15
1742,background,10.5
1743,background,3.25
1744,background,2.5
1745,background,2.42
1746,background,3.17
1747,background,1068.0
1748,background,55.9
1749,background,5.18
1750,background,1.35
1751,background,0.348
1752,background,0.925
1753,background,0.662
1754,background,0.613
1755,background,7.6
1756,background,127.0
1757,background,745.0
1758,background,85.9
1759,background,0.493
1760,background,2.14
1761,background,0.937
1762,background,0.098
1763,background,18.3
1764,background,1.55
1765,background,6.46
1766,background,1.52
1767,background,15.4
1768,background,63.2
1769,background,309.0
1770,background,1.95
1771,background,40.2
1772,background,1768.0
1773,background,0.698
1774,background,41.2
1775,background,4.0
1776,background,11.2
1777,background,89.6
1778,background,1.27
1779,background,2157.0
1780,background,1.58
1781,background,52.9
1782,background,226.0
1783,background,22.7
1784,background,416.0
1785,background,0.763
1786,background,681.0
1787,background,45.7
1788,background,0.556
1789,background,1336.0
1790,background,1.01
1791,background,984.0
1792,background,8.81
1793,background,45.8
1794,background,6.65
1795,background,1100.0
1796,background,1.18
1797,background,0.587
1798,background,3.82
1799,background,0.838
1800,background,29.6
1801,background,141.0
1802,background,1.58
1803,background,0.753
1804,background,0.489
1805,background,15.2
1806,background,110.0
1807,background,3.79
1808,background,1.01
1809,background,0.182
1810,background,0.732
1811,background,7.36
1812,background,1.13
1813,background,92.4
1814,background,57.1
1815,background,0.524
1816,background,19.4
1817,background,189.0
1818,background,1.56
1819,background,170.0
1820,background,404.0
1821,background,0.402
1822,background,3.4
1823,background,1.31
1824,background,0.792
1825,background,64.5
1826,background,1.14
1827,background,57.9
1828,background,0.55
1829,background,0.628
1830,background,865.0
1831,background,12.8
1832,background,367.0
1833,background,0.826
1834,background,1.99
1835,background,9.65
1836,background,4.78
1837,background,61.7
1838,background,2.31
1839,background,876.0
1840,background,692.0
1841,background,5.94
1842,background,1936.0
1843,background,56.0
1844,background,25.5
1845,background,1.24
1846,background,26.8
1847,background,1.01
1848,background,3.61
1849,background,1.53
1850,background,110.0
1851,background,6515.0
1852,background,175.0
1853,background,683.0
1854,background,4.32
1855,background,461.0
1856,background,0.728
1857,background,1.62
1858,background,1.14
1859,background,3.18
1860,background,0.922
1861,background,20.4
1862,background,144.0
1863,background,1054.0
1864,background,111.0
1865,background,0.909
1866,background,588.0
1867,background,32.8
1868,background,3.61
1869,background,6.33
1870,background,943.0
1871,background,8.87
1872,background,44.0
1873,background,0.726
1874,background,268.0
1875,background,0.611
1876,background,0.4
1877,background,0.091
1878,background,0.167
1879,background,232.0
1880,background,1064.0
1881,background,3.35
1882,background,7.42
1883,background,161.0
1884,background,1.13
1885,background,48.8
1886,background,0.683
1887,background,137.0
1888,background,741.0
1889,background,395.0
1890,background,1.02
1891,background,1.05
1892,background,0.538
1893,background,0.3
1894,background,103.0
1895,background,584.0
1896,background,0.832
1897,background,0.864
1898,background,8.55
1899,background,116.0
1900,background,11.3
1901,background,162.0
1902,background,0.33
1903,background,17.9
1904,background,3.42
1905,background,108.0
1906,background,5.74
1907,background,10.4
1908,background,0.61
1909,background,7019.0
1910,background,1.98
1911,background,56.9
1912,background,71.9
1913,background,11.7
1914,background,0.107
1915,background,0.685
1916,background,2.36
1917,background,0.958
1918,background,1421.0
1919,background,942.0
1920,background,3.67
1921,background,107.0
1922,background,0.876
1923,background,55.0
1924,background,0.731
1925,background,1.73
1926,background,0.452
1927,background,1.61
1928,background,115.0
1929,background,1453.0
1930,background,407.0
1931,background,900.0
1932,background,216.0
1933,background,2652.0
1934,background,433.0
1935,background,0.297
1936,background,3.32
1937,background,315.0
1938,background,4476.0
1939,background,710.0
1940,background,0.552
1941,background,0.62
1942,background,11.2
1943,background,151.0
1944,background,1.7
1945,background,0.455
1946,background,107.0
1947,background,462.0
1948,background,3.7
1949,background,2.12
1950,background,82.8
1951,background,198.0
1952,background,83.0
1953,background,4.1
1954,background,1.57
1955,background,3.45
1956,background,194.0
1957,background,89.3
1958,background,1.14
1959,background,0.946
1960,background,1.76
1961,background,599.0
1962,background,16.0
1963,background,2.15
1964,background,6.89
1965,background,453.0
1966,background,0.555
1967,background,0.33
1968,background,2.68
1969,background,0.904
1970,background,103.0
1971,background,1013.0
1972,background,424.0
1973,background,285.0
1974,background,0.591
1975,background,3501.0
1976,background,55.7
1977,background,12.8
1978,background,379.0
1979,background,234.0
1980,background,2.78
1981,background,2.58
1982,background,2.36
1983,background,18.9
1984,background,0.156
1985,background,749.0
1986,background,1.26
1987,background,0.801
1988,background,93.4
1989,background,31.7
1990,background,223.0
1991,background,1.1
1992,background,0.775
1993,background,1.36
1994,background,69.2
1995,background,1.77
1996,background,0.437
1997,background,3.83
1998,background,68.9
1999,background,3.15
2000,background,0.982
2001,background,225.0
2002,background,112.0
2003,background,134.0
2004,background,0.961
2005,background,0.936
2006,background,6940.0
2007,background,1.6
2008,background,2.75
2009,background,1.16
2010,background,1.18
2011,background,1.56
2012,background,15.6
2013,background,0.417
2014,background,551.0
2015,background,1542.0
2016,background,262.0
2017,background,7.27
2018,background,0.137
2019,background,1478.0
2020,background,2.29
2021,background,347.0
2022,background,42.1
2023,background,84.7
2024,background,1729.0
2025,background,168.0
2026,background,253.0
2027,background,12.9
2028,background,20.8
2029,background,3.34
2030,background,56.9
2031,background,1.42
2032,background,7.33
2033,background,39.3
2034,background,24.1
2035,background,5.7
2036,background,79.7
2037,background,1.06
2038,background,0.332
2039,background,0.905
2040,background,211.0
2041,background,7767.0
2042,background,13.9
2043,background,8.88
2044,background,2165.0
2045,background,56.6
2046,background,1.93
2047,background,0.845
2048,background,7.46
2049,background,163.0
2050,background,1.45
2051,background,8.6
2052,background,2.05
2053,background,244.0
2054,background,1.24
2055,background,1.49
2056,background,1.47
2057,background,126.0
2058,background,4.62
2059,background,2.87
2060,background,8.79
2061,background,3.05
2062,background,7.25
2063,background,0.949
2064,background,3.95
2065,background,1.98
2066,background,2.02
2067,background,52.7
2068,background,6.86
2069,background,79.0
2070,background,4.37
2071,background,40.8
2072,background,0.753
2073,background,81.8
2074,background,0.091
2075,background,1.46
2076,background,1.18
2077,background,168.0
2078,background,304.0
2079,background,0.325
2080,background,429.0
2081,background,0.719
2082,background,0.188
2083,background,0.932
2084,background,0.53
2085,background,1.74
2086,background,1.92
2087,background,0.823
2088,background,1.3
2089,background,20.2
2090,background,1.43
2091,background,332.0
2092,background,68.4
2093,background,480.0
2094,background,252.0
2095,background,3.82
2096,background,1.44
2097,background,161.0
2098,background,3.86
2099,background,165.0
2100,background,1.06
2101,background,0.956
2102,background,13.2
2103,background,1.0
2104,background,0.772
2105,background,1.61
2106,background,218.0
2107,background,0.406
2108,background,4.54
2109,background,4.21
2110,background,58.9
2111,background,0.817
2112,background,20.3
2113,background,117.0
2114,background,0.936
2115,background,2.54
2116,background,2.45
2117,background,305.0
2118,background,4460.0
2119,background,3.71
2120,background,213.0
2121,background,255.0
2122,background,81.1
2123,background,8.86
2124,background,283.0
2125,background,125.0
2126,background,4194.0
2127,background,490.0
2128,background,139.0
2129,background,252.0
2130,background,321.0
2131,background,0.483
2132,background,2.02
2133,background,1.52
2134,background,0.728
2135,background,1713.0
2136,background,25.2
2137,background,7.62
2138,background,0.906
2139,background,5.02
2140,background,0.856
2141,background,206.0
2142,background,219.0
2143,background,1014.0
2144,background,1.13
2145,background,9.73
2146,background,0.818
2147,background,721.0
2148,background,29.3
2149,background,221.0
2150,background,0.46
2151,background,43.1
2152,background,30.9
2153,background,475.0
2154,background,681.0
2155,background,367.0
2156,background,1.93
2157,background,2.3
2158,background,0.852
2159,background,0.323
2160,background,0.52
2161,background,2.63
2162,background,1.67
2163,background,0.458
2164,background,1.11
2165,background,2.5
2166,background,0.683
2167,background,7.59
2168,background,13.1
2169,background,1.63
2170,background,1677.0
2171,background,0.577
2172,background,1122.0
2173,background,27.8
2174,background,1.8
2175,background,55.2
2176,background,90.8
2177,background,1.37
2178,background,0.97
2179,background,49.6
2180,background,0.854
2181,background,55.7
2182,background,1.11
2183,background,0.685
2184,background,1.9
2185,background,23.2
2186,background,356.0
2187,background,4.65
2188,background,0.487
2189,background,1146.0
2190,background,435.0
2191,background,18.3
2192,background,0.892
2193,background,0.618
2194,background,336.0
2195,background,1.69
2196,background,6.81
2197,background,1.67
2198,background,6.28
2199,background,159.0
2200,background,6.24
2201,background,31.2
2202,background,0.367
2203,background,10.9
2204,background,2.0
2205,background,0.415
2206,background,0.91
2207,background,88.3
2208,background,1.08
2209,background,0.522
2210,background,4.44
2211,background,610.0
2212,background,0.885
2213,background,0.559
2214,background,316.0
2215,background,574.0
2216,background,0.554
2217,background,5.68
2218,background,0.512
2219,background,47.2
2220,background,2.25
2221,background,104.0
2222,background,311.0
2223,background,95.4
2224,background,95.2
2225,background,0.82
2226,background,218.0
2227,background,3.71
2228,background,0.786
2229,background,2.09
2230,background,2.19
2231,background,163.0
2232,background,191.0
2233,background,3.5
2234,background,0.439
2235,background,37.8
2236,background,204.0
2237,background,493.0
2238,background,1.61
2239,background,58.6
2240,background,1.12
2241,background,30.3
2242,background,0.663
2243,background,250.0
2244,background,0.27
2245,background,3.01
2246,background,103.0
2247,background,0.168
2248,background,9.78
2249,background,1713.0
2250,background,2.62
2251,background,1.08
2252,background,182.0
2253,background,0.677
2254,background,30.8
2255,background,2.57
2256,background,0.996
2257,background,3.53
2258,background,0.574
2259,background,2.52
2260,background,1.16
2261,background,1.16
2262,background,19.8
2263,background,23.7
2264,background,119.0
2265,background,2.5
2266,background,1.93
2267,background,0.724
2268,background,142.0
2269,background,1.04
2270,background,4.04
2271,background,1.27
2272,background,106.0
2273,background,0.214
2274,background,1597.0
2275,background,949.0
2276,background,59.0
2277,background,3.06
2278,background,1.3
2279,background,0.554
2280,background,1.16
2281,background,24.5
2282,background,6.08
2283,background,10.0
2284,background,1192.0
2285,background,970.0
2286,background,364.0
2287,background,2.75
2288,background,0.234
2289,background,83.7
2290,background,1.14
2291,background,90.4
2292,background,0.494
2293,background,61.0
2294,background,1.86
2295,background,0.36
2296,background,2.89
2297,background,0.973
2298,background,9.88
2299,background,9.46
2300,background,0.857
2301,background,1122.0
2302,background,0.374
2303,background,0.457
2304,background,2.02
2305,background,835.0
2306,background,1.85
2307,background,4.46
2308,background,0.047
2309,background,4.77
2310,background,93.7
2311,background,0.656
2312,background,11.5
2313,background,2.19
2314,background,1.02
2315,background,1.92
2316,background,3.22
2317,background,0.576
2318,background,47.5
2319,background,335.0
2320,background,1.85
2321,background,2.55
2322,background,97.8
2323,background,7.86
2324,background,59.9
2325,background,0.418
2326,background,1.71
2327,background,1.22
2328,background,270.0
2329,background,400.0
2330,background,211.0
2331,background,1.94
2332,background,309.0
2333,background,0.458
2334,background,1.02
2335,background,6.37
2336,background,1.71
2337,background,567.0
2338,background,889.0
2339,background,0.913
2340,background,511.0
2341,background,0.056
2342,background,561.0
2343,background,0.913
2344,background,28.8
2345,background,9.9
2346,background,0.12
2347,background,0.68
2348,background,22.5
2349,background,2.55
2350,background,0.513
2351,background,1.19
2352,background,0.258
2353,background,3.5
2354,background,8.35
2355,background,126.0
2356,background,3.63
2357,background,0.764
2358,background,0.552
2359,background,0.776
2360,background,11.2
2361,background,5.46
2362,background,1010.0
2363,background,879.0
2364,background,116.0
2365,background,2.48
2366,background,98.5
2367,background,83.9
2368,background,892.0
2369,background,3.77
2370,background,1.63
2371,background,18.1
2372,background,0.107
2373,background,204.0
2374,background,82.6
2375,background,671.0
2376,background,1.72
2377,background,2.65
2378,background,0.63
2379,background,0.377
2380,background,464.0
2381,background,0.557
2382,background,1.39
2383,background,133.0
2384,background,1.14
2385,background,1.11
2386,background,138.0
2387,background,2.32
2388,background,9.56
2389,background,423.0
2390,background,86.4
2391,background,40.2
2392,background,298.0
2393,background,6.92
2394,background,3.72
2395,background,22.2
2396,background,0.44
2397,background,665.0
2398,background,21.6
2399,background,889.0
2400,background,194.0
2401,background,213.0
2402,background,23.6
2403,background,20.1
2404,background,42.9
2405,background,18.4
2406,background,0.757
2407,background,4729.0
2408,background,15.6
2409,background,3.0
2410,background,0.629
2411,background,3.79
2412,background,248.0
2413,background,0.112
2414,background,88.5
2415,background,205.0
2416,background,673.0
2417,background,1298.0
2418,background,0.846
2419,background,6.94
2420,background,0.279
2421,background,3.65
2422,background,1.86
2423,background,15.9
2424,background,2.55
2425,background,2.91
2426,background,1.47
2427,background,0.788
2428,background,3913.0
2429,background,577.0
2430,background,0.504
2431,background,352.0
2432,background,17.8
2433,background,21.9
2434,background,16.2
2435,background,206.0
2436,background,3.05
2437,background,39.6
2438,background,1.1
2439,background,501.0
2440,background,3.89
2441,background,7.49
2442,background,23.3
2443,background,0.504
2444,background,47.1
2445,background,54.6
2446,background,4.34
2447,background,1.29
2448,background,3.33
2449,background,0.661
2450,background,1.04
2451,background,0.877
2452,background,1.83
2453,background,10.9
2454,background,47.6
2455,background,0.685
2456,background,1.23
2457,background,3.51
2458,background,636.0
2459,background,1.39
2460,background,1.07
2461,background,1.16
2462,background,3879.0
2463,background,0.707
2464,background,130.0
2465,background,5.47
2466,background,1.22
2467,background,5.29
2468,background,0.525
2469,background,6.7
2470,background,95.5
2471,background,1.03
2472,background,232.0
2473,background,0.464
2474,background,836.0
2475,background,0.658
2476,background,30.3
2477,background,31.8
2478,background,787.0
2479,background,2.99
2480,background,0.228
2481,background,1097.0
2482,background,1234.0
2483,background,8.72
2484,background,2.81
2485,background,1055.0
2486,background,45.7
2487,background,2.92
2488,background,35.1
2489,background,0.247
2490,background,0.778
2491,background,0.554
2492,background,12.5
2493,background,0.067
2494,background,0.829
2495,background,113.0
2496,background,0.188
2497,background,0.493
2498,background,4294.0
2499,background,3.98
2500,background,0.541
2501,background,1.62
2502,background,35.8
2503,background,1.12
2504,background,1.25
2505,background,17.3
2506,background,3.72
2507,background,104.0
2508,background,0.677
2509,background,20.7
2510,background,1.13
2511,background,0.184
2512,background,2.96
2513,background,0.829
2514,background,24.4
2515,background,34.3
2516,background,2334.0
2517,background,9.41
2518,background,0.089
2519,background,1.69
2520,background,39.4
2521,background,128.0
2522,background,330.0
2523,background,315.0
2524,background,1.07
2525,background,619.0
2526,background,0.869
2527,background,11.4
2528,background,8.08
2529,background,0.76
2530,background,38.7
2531,background,13.3
2532,background,0.992
2533,background,5.24
2534,background,0.325
2535,background,0.818
2536,background,4.13
2537,background,0.418
2538,background,0.869
2539,background,0.489
2540,background,0.927
2541,background,0.652
2542,background,1007.0
2543,background,300.0
2544,background,1.06
2545,background,1.31
2546,background,1.12
2547,background,0.815
2548,background,452.0
2549,background,120.0
2550,background,7.4
2551,background,797.0
2552,background,1.96
2553,background,1.98
2554,background,54.2
2555,background,1.17
2556,background,331.0
2557,background,296.0
2558,background,5.04
2559,background,117.0
2560,background,4.06
2561,background,0.745
2562,background,290.0
2563,background,1.89
2564,background,1.16
2565,background,2.93
2566,background,0.617
2567,background,6.07
2568,background,0.672
2569,background,42.1
2570,background,335.0
2571,background,104.0
2572,background,638.0
2573,background,0.283
2574,background,2716.0
2575,background,463.0
2576,background,0.839
2577,background,81.8
2578,background,0.555
2579,background,3.69
2580,background,1.72
2581,background,3.61
2582,background,34.3
2583,background,284.0
2584,background,1.02
2585,background,54.4
2586,background,91.7
2587,background,5.91
2588,background,6.26
2589,background,10.6
2590,background,1.33
2591,background,1.07
2592,background,234.0
2593,background,1.02
2594,background,0.874
2595,background,1.14
2596,background,211.0
2597,background,1.28
2598,background,29.7
2599,background,27.6
2600,background,572.0
2601,background,1.37
2602,background,218.0
2603,background,235.0
2604,background,0.465
2605,background,287.0
2606,background,12.4
2607,background,1754.0
2608,background,1614.0
2609,background,0.565
2610,background,0.563
2611,background,1.04
2612,background,0.387
2613,background,619.0
2614,background,6.27
2615,background,416.0
2616,background,12.3
2617,background,1.26
2618,background,357.0
2619,background,6.62
2620,background,441.0
2621,background,1.11
2622,background,1.35
2623,background,2.03
2624,background,253.0
2625,background,11496.0
2626,background,1.71
2627,background,0.939
2628,background,120.0
2629,background,5.04
2630,background,2.1
2631,background,1056.0
2632,background,0.385
2633,background,181.0
2634,background,1.02
2635,background,1.22
2636,background,0.448
2637,background,0.474
2638,background,8.71
2639,background,84.0
2640,background,2.72
2641,background,610.0
2642,background,58.4
2643,background,160.0
2644,background,2.9
2645,background,7.16
2646,background,0.966
2647,background,0.448
2648,background,0.598
2649,background,1.9
2650,background,0.884
2651,background,2370.0
2652,background,1.01
2653,background,560.0
2654,background,0.322
2655,background,485.0
2656,background,0.23
2657,background,240.0
2658,background,7.06
2659,background,12.5
2660,background,85.1
2661,background,29.9
2662,background,3.7
2663,background,1.24
2664,background,0.477
2665,background,1.42
2666,background,0.542
2667,background,1.84
2668,background,33.4
2669,background,54.7
2670,background,8.26
2671,background,1.63
2672,background,266.0
2673,background,2.49
2674,background,1.04
2675,background,32.0
2676,background,5.29
2677,background,0.673
2678,background,2899.0
2679,background,0.939
2680,background,65.0
2681,background,7.05
2682,background,70.7
2683,background,0.082
2684,background,0.464
2685,background,11.7
2686,background,33.7
2687,background,1.82
2688,background,1.36
2689,background,2.88
2690,background,0.379
2691,background,1.34
2692,background,50.3
2693,background,0.264
2694,background,3.04
2695,background,15.6
2696,background,1.2
2697,background,580.0
2698,background,0.568
2699,background,704.0
2700,background,69.2
2701,background,0.277
2702,background,58.6
2703,background,160.0
2704,background,1.59
2705,background,0.694
2706,background,0.942
2707,background,0.879
2708,background,9.18
2709,background,23.4
2710,background,15.4
2711,background,7.82
2712,background,0.742
2713,background,0.525
2714,background,6.28
2715,background,0.889
2716,background,1.06
2717,background,20.5
2718,background,1.73
2719,background,1.18
2720,background,829.0
2721,background,1.76
2722,background,0.443
2723,background,9.96
2724,background,6.36
2725,background,0.489
2726,background,0.782
2727,background,0.484
2728,background,1.24
2729,background,1.08
2730,background,0.762
2731,background,20.1
2732,background,51.9
2733,background,0.925
2734,background,665.0
2735,background,461.0
2736,background,0.456
2737,background,1.21
2738,background,5.44
2739,background,1.63
2740,background,254.0
2741,background,27.6
2742,background,1.24
2743,background,0.235
2744,background,1.44
2745,background,1.37
2746,background,0.067
2747,background,20.1
2748,background,0.508
2749,background,0.447
2750,background,1.99
2751,background,2.51
2752,background,1.25
2753,background,3.7
2754,background,0.186
2755,background,5.59
2756,background,0.645
2757,background,2.15
2758,background,20.9
2759,background,1.4
2760,background,5.55
2761,background,0.147
2762,background,1.8
2763,background,0.17
2764,background,0.233
2765,background,0.773
2766,background,0.027
2767,background,0.294
2768,background,3.14
2769,background,2.78
2770,background,0.689
2771,background,4.46
2772,background,90.5
2773,background,9.85
2774,background,248.0
2775,background,1.06
2776,background,91.7
2777,background,1.77
2778,background,56.6
2779,background,0.382
2780,background,0.229
2781,background,4.92
2782,background,63.3
2783,background,0.661
2784,background,3.09
2785,background,1.04
2786,background,2.09
2787,background,2.03
2788,background,1.15
2789,background,4.2
2790,background,4.39
2791,background,0.09
2792,background,178.0
2793,background,3.9
2794,background,2.15
2795,background,0.941
2796,background,90.0
2797,background,1.29
2798,background,6.04
2799,background,1.34
2800,background,1.35
2801,background,1.3
2802,background,173.0
2803,background,34.3
2804,background,1.46
2805,background,178.0
2806,background,1.5
2807,background,0.513
2808,background,1.19
2809,background,1.56
2810,background,0.586
2811,background,379.0
2812,background,255.0
2813,background,3500.0
2814,background,1243.0
2815,background,37.3
2816,background,0.607
2817,background,15.2
2818,background,199.0
2819,background,1.93
2820,background,0.641
2821,background,313.0
2822,background,1.08
2823,background,65.8
2824,background,258.0
2825,background,13.5
2826,background,2.12
2827,background,0.734
2828,background,2.85
2829,background,72.7
2830,background,0.49
2831,background,0.793
2832,background,176.0
2833,background,0.615
2834,background,592.0
2835,background,188.0
2836,background,0.805
2837,background,21.1
2838,background,0.28
2839,background,351.0
2840,background,1.35
2841,background,77.6
2842,background,0.572
2843,background,1.16
2844,background,10.7
2845,background,246.0
2846,background,16.6
2847,background,1.39
2848,background,2.02
2849,background,0.177
2850,background,619.0
2851,background,1.09
2852,background,501.0
2853,background,617.0
2854,background,0.297
2855,background,89.3
2856,background,3.28
2857,background,1580.0
2858,background,199.0
2859,background,9.64
2860,background,0.569
2861,background,976.0
2862,background,0.242
2863,background,0.518
2864,background,162.0
2865,background,30.7
2866,background,7.96
2867,background,0.443
2868,background,39.1
2869,background,7.21
2870,background,113.0
2871,background,366.0
2872,background,48.6
2873,background,5.26
2874,background,2.04
2875,background,0.657
2876,background,0.957
2877,background,93.7
2878,background,2.81
2879,background,1.26
2880,background,117.0
2881,background,25.8
2882,background,0.459
2883,background,10.9
2884,background,0.498
2885,background,1.77
2886,background,35.2
2887,background,1.59
2888,background,0.468
2889,background,0.175
2890,background,0.308
2891,background,1.82
2892,background,1.14
2893,background,19.1
2894,background,10.3
2895,background,186.0
2896,background,3.49
2897,background,17.9
2898,background,1.97
2899,background,0.57
2900,background,0.652
2901,background,13.2
2902,background,3.22
2903,background,1.74
2904,background,25.2
2905,background,6.4
2906,background,0.66
2907,background,1.37
2908,background,8.58
2909,background,0.485
2910,background,0.176
2911,background,4.75
2912,background,6.44
2913,background,2.92
2914,background,2.49
2915,background,0.571
2916,background,1.7
2917,background,1.56
2918,background,0.909
2919,background,22.8
2920,background,2.14
2921,background,3.33
2922,background,27.2
2923,background,76.2
2924,background,26493.0
2925,background,6.93
2926,background,91.1
2927,background,2.87
2928,background,13.5
2929,background,121.0
2930,background,0.458
2931,background,0.226
2932,background,0.432
2933,background,0.284
2934,background,12.3
2935,background,0.754
2936,background,0.999
2937,background,0.98
2938,background,163.0
2939,background,0.379
2940,background,18.4
2941,background,1.86
2942,background,0.689
2943,background,1.11
2944,background,13.1
2945,background,139.0
2946,background,0.792
2947,background,104.0
2948,background,1.08
2949,background,1764.0
2950,background,1.01
2951,background,101.0
2952,background,1.15
2953,background,1.42
2954,background,2.0
2955,background,0.224
2956,background,2.84
2957,background,7.01
2958,background,2.6
2959,background,0.502
2960,background,452.0
2961,background,0.941
2962,background,4.22
2963,background,741.0
2964,background,1.62
2965,background,0.167
2966,background,77.8
2967,background,154.0
2968,background,38.3
2969,background,9.93
2970,background,64.4
2971,background,1608.0
2972,background,70.3
2973,background,176.0
2974,background,1007.0
2975,background,207.0
2976,background,26.4
2977,background,35.2
2978,background,2.62
2979,background,0.915
2980,background,0.595
2981,background,1.38
2982,background,8.5
2983,background,18.4
2984,background,28.5
2985,background,135.0
2986,background,5.22
2987,background,601.0
2988,background,240.0
2989,background,1.84
2990,background,2.54
2991,background,73.3
2992,background,1433.0
2993,background,0.215
2994,background,0.449
2995,background,1423.0
2996,background,196.0
2997,background,1093.0
2998,background,5.21
2999,background,0.751
3000,background,0.73
3001,background,0.382
3002,background,0.357
3003,background,142.0
3004,background,0.85
3005,background,450.0
3006,background,0.921
3007,background,134.0
3008,background,0.279
3009,background,24.5
3010,background,4.2
3011,background,0.238
3012,background,0.461
3013,background,574.0
3014,background,2.14
3015,background,0.46
3016,background,6.7
3017,background,5.29
3018,background,274.0
3019,background,24.9
3020,background,54.7
3021,background,227.0
3022,background,0.348
3023,background,0.715
3024,background,46.0
3025,background,55.3
3026,background,313.0
3027,background,260.0
3028,background,7.77
3029,background,8.48
3030,background,0.974
3031,background,374.0
3032,background,0.575
3033,background,0.503
3034,background,860.0
3035,background,397.0
3036,background,2.5
3037,background,0.942
3038,background,3.5
3039,background,0.147
3040,background,1.05
3041,background,2.23
3042,background,1.19
3043,background,438.0
3044,background,24.1
3045,background,0.22
3046,background,737.0
3047,background,16.5
3048,background,1.64
3049,background,1.04
3050,background,0.504
3051,background,37.7
3052,background,0.752
3053,background,1.69
3054,background,1.2
3055,background,1.19
3056,background,5.28
3057,background,0.844
3058,background,0.96
3059,background,1.08
3060,background,0.576
3061,background,1.62
3062,background,0.865
3063,background,473.0
3064,background,0.692
3065,background,33.4
3066,background,273.0
3067,background,26.3
3068,background,0.511
3069,background,729.0
3070,background,201.0
3071,background,107.0
3072,background,0.908
3073,background,0.884
3074,background,0.215
3075,background,0.729
3076,background,555.0
3077,background,2.19
3078,background,1.1
3079,background,19.0
3080,background,8.71
3081,background,0.359
3082,background,235.0
3083,background,112.0
3084,background,0.586
3085,background,3.05
3086,background,38.4
3087,background,2.56
3088,background,81.1
3089,background,40.8
3090,background,0.125
3091,background,38.1
3092,background,0.791
3093,background,12.1
3094,background,2.22
3095,background,13.4
3096,background,0.351
3097,background,0.55
3098,background,3.58
3099,background,1.42
3100,background,190.0
3101,background,2.3
3102,background,9.99
3103,background,4.96
3104,background,0.953
3105,background,28.9
3106,background,0.898
3107,background,0.145
3108,background,2.78
3109,background,0.887
3110,background,0.952
3111,background,5.14
3112,background,0.616
3113,background,0.855
3114,background,2.36
3115,background,7.01
3116,background,3.77
3117,background,1.6
3118,background,0.717
3119,background,0.272
3120,background,1.29
3121,background,0.769
3122,background,5.05
3123,background,2.81
3124,background,165.0
3125,background,2.72
3126,background,1.4
3127,background,14.8
3128,background,23.5
3129,background,170.0
3130,background,160.0
3131,background,0.698
3132,background,0.661
3133,background,13.7
3134,background,386.0
3135,background,240.0
3136,background,1.68
3137,background,146.0
3138,background,3.11
3139,background,106.0
3140,background,1.27
3141,background,15.3
3142,background,240.0
3143,background,0.518
3144,background,80.0
3145,background,1879.0
3146,background,1548.0
3147,background,82.5
3148,background,0.588
3149,background,6255.0
3150,background,409.0
3151,background,16733.0
3152,background,0.488
3153,background,0.579
3154,background,0.966
3155,background,18.6
3156,background,0.866
3157,background,57.0
3158,background,62.7
3159,background,0.522
3160,background,8.13
3161,background,21.2
3162,background,704.0
3163,background,2.78
3164,background,0.963
3165,background,60.5
3166,background,11.3
3167,background,177.0
3168,background,627.0
3169,background,705.0
3170,background,146.0
3171,background,325.0
3172,background,148.0
3173,background,955.0
3174,background,1989.0
3175,background,843.0
3176,background,2264.0
3177,background,1.37
3178,background,36.5
3179,background,2.8
3180,background,0.672
3181,background,16.3
3182,background,0.921
3183,background,1.2
3184,background,20.6
3185,background,1.23
3186,background,874.0
3187,background,2.68
3188,background,272.0
3189,background,101.0
3190,background,2.8
3191,background,41.1
3192,background,42.2
3193,background,6.34
3194,background,68.3
3195,background,1.21
3196,background,13.5
3197,background,326.0
3198,background,2227.0
3199,background,1.75
3200,background,18.1
3201,background,1.31
