,gaps,mutualinformation,mutualinformation_std,shuffledmutualinformation
102,102,0.002156707294376631,4.956912139476583e-05,0.0012115821495084253
103,103,0.0019385778026022081,3.79403931423488e-05,0.0011672479230838808
104,104,0.002266838830469606,5.5666685369096774e-05,0.0012016803149541035
105,105,0.0019978491186670453,5.576511596222453e-05,0.0011937657320847147
106,106,0.0018656871309949187,3.9028822375026895e-05,0.0011735468876933938
107,107,0.002175937929569931,6.327303634276254e-05,0.0011797856038654594
108,108,0.0022156165555407455,5.139294124359487e-05,0.001158477132358935
109,109,0.0018733587231734507,6.853490851944596e-05,0.0011673689056166407
110,110,0.001924299776496906,6.233132974650339e-05,0.0011767410979155882
111,111,0.00445673004938772,0.00016526082352260737,0.0011706512142996533
112,112,0.0017106173893615107,4.633189993365228e-05,0.0011723405527505155
113,113,0.001990275304133455,9.920768241584284e-05,0.001191179777240221
114,114,0.0021872313452136393,4.756012978233591e-05,0.001183819067712659
115,115,0.002012110783351133,6.195323068167889e-05,0.0011562433608639558
116,116,0.0018309971768678205,6.0690828474512155e-05,0.0011690569111087068
117,117,0.0018536980402151378,6.40045261684554e-05,0.001145885919240547
118,118,0.0019291149677261763,5.537562971092652e-05,0.0011918587628074269
119,119,0.0018919346024388749,5.932877249748369e-05,0.001185522862247628
120,120,0.0019088666904048207,4.57089848569912e-05,0.001173692930824756
121,121,0.0017624362390505255,5.186770239761352e-05,0.0011415670890800884
122,122,0.0018044939714145418,4.412279880713905e-05,0.0011983221819438267
123,123,0.0018007649936725681,5.4758635918266104e-05,0.0011632667483285856
124,124,0.0018087208402699526,5.423712298046439e-05,0.0011523385273221898
125,125,0.0017593839036113815,4.8726089114021007e-05,0.0011770432568356242
126,126,0.0018553722206289325,5.9695055171988624e-05,0.0011568744990345145
127,127,0.0018265241640260796,6.443030694583589e-05,0.0011193038011370763
128,128,0.0018082368863242178,6.504167689670526e-05,0.0011668550228601448
129,129,0.0017372775016880782,6.110103152193866e-05,0.001201645030023543
130,130,0.0018170239178528708,4.5864232525323e-05,0.0011620733656857686
131,131,0.0017391287159750184,6.477001012691338e-05,0.0011827386522872895
132,132,0.0018438745637786825,5.944878005434738e-05,0.0011793456134973606
133,133,0.0017934291477340702,4.295529445854559e-05,0.0011489993344063717
134,134,0.0017284704557174089,7.177972554563616e-05,0.0011310559714163744
135,135,0.0019178251577027215,5.889588380707146e-05,0.0011703333527835788
136,136,0.0019358740340433577,5.851580956427511e-05,0.0011406657722460344
137,137,0.0017189878646274633,6.321770078476574e-05,0.0011664646369750145
138,138,0.00161320581111293,3.7910030763966564e-05,0.00114343719102317
139,139,0.004033484345065666,0.00019886237328744054,0.001194520118193366
140,140,0.0015789879178627047,4.507944200271696e-05,0.0011223341882685635
141,141,0.0016099653512511032,4.401161255205598e-05,0.0011473047767106503
142,142,0.001851364256552832,5.112743679194555e-05,0.0011652124051711081
143,143,0.0019891409547211944,6.483035243992516e-05,0.0011548817193644386
144,144,0.0015613743784377166,3.924626343398812e-05,0.0011610641984666078
145,145,0.0016803452426918867,5.00263823700489e-05,0.001146364288828407
146,146,0.0018175942237988836,6.366286940381814e-05,0.0011889612647358707
147,147,0.0014948195952751066,4.553591882946338e-05,0.0011684395831541947
148,148,0.001693684525372583,3.884409929100285e-05,0.0011769466792931475
149,149,0.0018140171334567095,6.114452367778113e-05,0.0011590189068430906
150,150,0.001546002501717125,4.670432478728657e-05,0.0011930821943228285
151,151,0.001585646173866998,5.6761150624986904e-05,0.0011239037831522504
152,152,0.0017256277584691768,5.881573478997582e-05,0.001163542043587401
153,153,0.0014900914735528031,3.7236028785181026e-05,0.0011138865765761147
154,154,0.0016568759228908169,4.4276785477171655e-05,0.0011211834462254635
155,155,0.0017025287069679519,5.913242416455432e-05,0.0011505266729494627
156,156,0.0014676140411427748,5.758175588464053e-05,0.0011507512667016332
157,157,0.001543321465975589,4.022131272990892e-05,0.00114598966855229
158,158,0.0016595301423457363,6.182261352391924e-05,0.0011636113188970287
159,159,0.0014744401687441751,4.390475713767664e-05,0.001153497054060194
160,160,0.001699895873367327,6.715318578248979e-05,0.001150916758473337
161,161,0.0016480228285195575,6.34636452095219e-05,0.0011447814802395453
162,162,0.0014528257170218078,6.320210823866684e-05,0.0011548562278977305
163,163,0.0016160593238309824,4.865354558837521e-05,0.00114321774909074
164,164,0.0019647781343609338,7.964627414865266e-05,0.0011434000811337195
165,165,0.0014447422167874035,3.762429545887222e-05,0.001155297118843499
166,166,0.0014230435387054415,5.406005647560969e-05,0.001174294385728318
167,167,0.0036248794457993967,0.0001505322951192563,0.0011494912971516786
168,168,0.0014737044879951943,6.386445780623269e-05,0.0011820131773282714
169,169,0.0014659728106888275,5.0311588209735205e-05,0.0011366142794361903
170,170,0.0017884622349794278,7.764250737317654e-05,0.0011390499699188697
171,171,0.0016170378079806119,6.451524920135094e-05,0.0011425723681497272
172,172,0.0014116006744081685,4.943340974335807e-05,0.00116057281887069
173,173,0.001660249353124792,6.230495963432352e-05,0.001147826510053509
174,174,0.0016109641186329796,5.682989117765512e-05,0.0011289621100563328
175,175,0.0013875470143556825,6.797978369954292e-05,0.0011253395339986972
176,176,0.0016552374339895877,7.213405521555524e-05,0.0011113317444504881
177,177,0.0013807141256764622,5.118270204399417e-05,0.0011227242909157412
178,178,0.001304224924802137,4.717629621003414e-05,0.001134338322824105
179,179,0.0016097071425271187,6.83095311720121e-05,0.0011016301933928498
180,180,0.0014813383451909156,4.658365224551139e-05,0.0011397120416512026
181,181,0.0014465705580695815,5.201650865801187e-05,0.0011520454063606899
182,182,0.0015999093615325125,6.029338440114357e-05,0.00112473114575932
183,183,0.001496014189750128,6.473098628586465e-05,0.0011408827248151686
184,184,0.0012753116522753525,4.583687415852383e-05,0.0011040343250953764
185,185,0.0015581638803175727,6.552151593213397e-05,0.001131768235582173
186,186,0.0014925039620133126,4.493697724734899e-05,0.0011393318119838785
187,187,0.0013793010185095189,5.7255958585933165e-05,0.0011110905722775748
188,188,0.0016495971956084201,5.5203872257758914e-05,0.001164733264491023
189,189,0.0015494452158132087,4.5706617922148534e-05,0.0011163869935691543
190,190,0.001344953123612608,4.671425914961618e-05,0.001165798564581226
191,191,0.0015693564067178266,7.301268689931356e-05,0.001103171554944027
192,192,0.0015511844320002738,4.692917369051994e-05,0.001149355407419182
193,193,0.001300121072782672,5.528208635486759e-05,0.0011276438227032575
194,194,0.0014324891601028725,6.731450841221394e-05,0.0011191491448667855
195,195,0.002970669285711281,0.0001568025418370312,0.0011109180602281094
196,196,0.0012271184411737468,4.848280272368393e-05,0.001106237738768002
197,197,0.0013968642132943354,4.881919534507673e-05,0.0011332827792246856
198,198,0.0014941215541070818,6.31627650277691e-05,0.0011370139749898895
199,199,0.0014858477107967205,6.953582104284906e-05,0.0011499034999828755
200,200,0.0013364215275043327,4.7287214060703784e-05,0.001094429477674374
